Trip id,City,Timestamp,Pickup zone, Pickup lat , Pickup lng ,Drop zone, Drop lat , Drop lng ,Distance km,Trip Duration min, Fare inr ,Payment type,Platform,Is shared,Driver ID,Customer ID,Hour,Weekday,Date,Month,Vehicle Type
1338,Chennai,11-02-2024 00:09,Tambaram, 12.93 , 80.13 ,Tambaram, 12.92 , 80.14 ,1.95,6, 55.28 ,Cash,App,1,D0003,C002649,0,Sunday,11-02-2024,February,UberXL
542,Chennai,20-02-2024 11:32,Besant Nagar, 12.99 , 80.26 ,Ambattur, 13.10 , 80.16 ,15.55,35, 284.16 ,Card,App,0,D0309,C004438,11,Tuesday,20-02-2024,February,Auto
1100,Chennai,03-03-2024 20:40,Velachery, 13.00 , 80.22 ,Adyar, 13.01 , 80.25 ,1.97,5, 48.96 ,Cash,App,0,D0553,C000271,20,Sunday,03-03-2024,March,Auto
1133,Chennai,09-02-2024 11:02,Besant Nagar, 12.98 , 80.27 ,Ambattur, 13.11 , 80.16 ,17.85,41, 394.81 ,Card,App,0,D0533,C002750,11,Friday,09-02-2024,February,Auto
4065,Chennai,24-03-2024 22:38,Ambattur, 13.10 , 80.16 ,Chromepet, 12.98 , 80.14 ,14.31,50, 242.43 ,Cash,App,0,D0787,C002491,22,Sunday,24-03-2024,March,Uber Go
2716,Chennai,03-02-2024 18:55,Thiruvanmiyur, 12.99 , 80.28 ,Thiruvanmiyur, 12.98 , 80.28 ,1.59,5, 72.02 ,Card,App,1,D0529,C005710,18,Saturday,03-02-2024,February,UberXL
2259,Chennai,25-01-2024 20:58,Anna Nagar, 13.09 , 80.21 ,Ambattur, 13.10 , 80.16 ,5.52,16, 72.02 ,Cash,App,1,D0464,C002615,20,Thursday,25-01-2024,January,UberXL
4751,Chennai,25-02-2024 21:32,Madhavaram, 13.14 , 80.23 ,Velachery, 12.99 , 80.22 ,15.71,28, 369.39 ,Card,App,1,D0798,C006353,21,Sunday,25-02-2024,February,Uber Go
60,Chennai,25-01-2024 01:51,Guindy, 13.00 , 80.21 ,Anna Nagar, 13.09 , 80.21 ,9.62,22, 188.48 ,Card,App,0,D0632,C006524,1,Thursday,25-01-2024,January,Auto
2884,Chennai,30-03-2024 06:37,Tambaram, 12.92 , 80.12 ,Tambaram, 12.93 , 80.12 ,0.71,17, 40.00 ,Card,App,0,D0033,C005979,6,Saturday,30-03-2024,March,Uber Go
1939,Chennai,25-02-2024 12:44,Besant Nagar, 12.97 , 80.24 ,Velachery, 12.99 , 80.22 ,0.71,5, 90.69 ,Cash,App,0,D0148,C000333,12,Sunday,25-02-2024,February,Uber Go
2577,Chennai,08-01-2024 10:02,Anna Nagar, 13.09 , 80.21 ,Thiruvanmiyur, 12.98 , 80.27 ,14.29,34, 249.37 ,Cash,App,0,D0445,C007197,10,Monday,08-01-2024,January,Uber Go
4937,Chennai,08-03-2024 03:20,Guindy, 13.01 , 80.22 ,Guindy, 13.01 , 80.21 ,2.78,5, 76.17 ,Card,App,1,D0119,C000772,3,Friday,08-03-2024,March,UberXL
1079,Chennai,11-03-2024 19:06,Velachery, 12.98 , 80.22 ,Tambaram, 12.92 , 80.13 ,12.26,16, 269.54 ,Cash,App,0,D0233,C005244,19,Monday,11-03-2024,March,Uber Go
3250,Chennai,15-01-2024 09:19,Guindy, 13.01 , 80.21 ,Kodambakkam, 13.06 , 80.21 ,5.11,5, 116.67 ,Cash,App,0,D0599,C000052,9,Monday,15-01-2024,January,Uber Go
3128,Chennai,06-03-2024 06:09,T. Nagar, 13.03 , 80.23 ,Perambur, 13.11 , 80.22 ,7.89,5, 191.56 ,Cash,App,0,D0533,C006118,6,Wednesday,06-03-2024,March,Uber Go
2489,Chennai,03-02-2024 13:31,Thiruvanmiyur, 12.99 , 80.27 ,Ambattur, 13.10 , 80.16 ,16.5,41, 319.60 ,Cash,App,1,D0193,C001343,13,Saturday,03-02-2024,February,Auto
941,Chennai,07-02-2024 02:24,Madhavaram, 13.15 , 80.22 ,Mylapore, 13.02 , 80.28 ,15.8,33, 303.94 ,Card,App,0,D0313,C002756,2,Wednesday,07-02-2024,February,Uber Go
1081,Chennai,15-01-2024 21:45,Madhavaram, 13.16 , 80.22 ,Madhavaram, 13.15 , 80.22 ,1.08,12, 47.37 ,UPI,App,0,D0755,C001361,21,Monday,15-01-2024,January,UberXL
188,Chennai,24-02-2024 06:52,Tambaram, 12.92 , 80.12 ,Kodambakkam, 13.07 , 80.21 ,20.65,42, 47.37 ,UPI,App,0,D0496,C002863,6,Saturday,24-02-2024,February,UberXL
2635,Chennai,10-01-2024 04:56,Kodambakkam, 13.06 , 80.21 ,Kodambakkam, 13.07 , 80.21 ,1.31,8, 64.19 ,Card,App,0,D0187,C005979,4,Wednesday,10-01-2024,January,Auto
2086,Chennai,13-02-2024 08:22,T. Nagar, 13.06 , 80.24 ,Mylapore, 13.03 , 80.27 ,3.56,5, 108.16 ,Cash,Call,0,D0731,C005954,8,Tuesday,13-02-2024,February,UberXL
2250,Chennai,03-01-2024 09:21,Mylapore, 13.02 , 80.26 ,T. Nagar, 13.04 , 80.23 ,3.9,10, 98.59 ,Card,App,0,D0707,C001521,9,Wednesday,03-01-2024,January,UberXL
4891,Chennai,16-02-2024 11:52,Tambaram, 12.92 , 80.14 ,Sholinganallur, 12.93 , 80.23 ,10.12,27, 164.88 ,Card,App,1,D0231,C007075,11,Friday,16-02-2024,February,UberXL
2024,Chennai,24-02-2024 08:29,Kodambakkam, 13.06 , 80.22 ,Ambattur, 13.11 , 80.16 ,6.92,15, 158.79 ,UPI,App,0,D0536,C002383,8,Saturday,24-02-2024,February,Bike
3540,Chennai,03-03-2024 19:51,Ambattur, 13.10 , 80.15 ,Mylapore, 13.03 , 80.27 ,15.21,32, 336.58 ,Card,App,1,D0215,C004183,19,Sunday,03-03-2024,March,UberXL
4049,Chennai,24-03-2024 06:16,Ambattur, 13.10 , 80.17 ,Perambur, 13.12 , 80.23 ,6.87,28, 183.10 ,Cash,App,0,D0677,C002872,6,Sunday,24-03-2024,March,Uber Go
3607,Chennai,06-03-2024 07:05,Anna Nagar, 13.09 , 80.19 ,Thiruvanmiyur, 12.99 , 80.27 ,14.55,20, 283.25 ,Cash,App,0,D0577,C001919,7,Wednesday,06-03-2024,March,Auto
227,Chennai,17-01-2024 06:16,Chromepet, 12.96 , 80.14 ,Sholinganallur, 12.93 , 80.22 ,9.53,24, 173.00 ,UPI,App,1,D0018,C001343,6,Wednesday,17-01-2024,January,Uber Go
4848,Chennai,02-02-2024 16:19,Chromepet, 12.97 , 80.14 ,Kodambakkam, 13.06 , 80.22 ,14.13,32, 270.25 ,UPI,App,0,D0502,C001770,16,Friday,02-02-2024,February,UberXL
1930,Chennai,22-01-2024 06:47,Adyar, 13.01 , 80.25 ,Adyar, 13.01 , 80.24 ,1.49,5, 54.66 ,Cash,App,0,D0008,C005000,6,Monday,22-01-2024,January,Auto
3056,Chennai,20-01-2024 12:44,Perambur, 13.11 , 80.23 ,Ambattur, 13.11 , 80.17 ,6.8,12, 182.30 ,Cash,App,1,D0428,C004947,12,Saturday,20-01-2024,January,Auto
4490,Chennai,25-01-2024 11:27,Thiruvanmiyur, 12.99 , 80.27 ,Mylapore, 13.02 , 80.27 ,3.66,12, 104.00 ,Cash,App,0,D0365,C006051,11,Thursday,25-01-2024,January,Auto
1405,Chennai,13-01-2024 22:43,Adyar, 13.02 , 80.25 ,Tambaram, 12.94 , 80.13 ,15.06,45, 267.29 ,Card,App,0,D0731,C000986,22,Saturday,13-01-2024,January,Uber Go
2180,Chennai,25-03-2024 00:17,Besant Nagar, 12.98 , 80.26 ,T. Nagar, 13.04 , 80.24 ,7.31,15, 196.84 ,Card,Call,0,D0506,C007944,0,Monday,25-03-2024,March,Uber Go
698,Chennai,16-02-2024 08:48,Ambattur, 13.11 , 80.15 ,Mylapore, 13.03 , 80.27 ,14.95,52, 271.00 ,Card,App,0,D0595,C006514,8,Friday,16-02-2024,February,Uber Go
1125,Chennai,28-02-2024 22:34,Thiruvanmiyur, 12.98 , 80.26 ,Mylapore, 13.03 , 80.27 ,4.79,6, 98.19 ,UPI,App,0,D0523,C007033,22,Wednesday,28-02-2024,February,Auto
3362,Chennai,20-02-2024 01:10,Velachery, 12.99 , 80.22 ,Perambur, 13.11 , 80.22 ,12.88,22, 266.24 ,UPI,App,0,D0458,C007474,1,Tuesday,20-02-2024,February,Auto
4136,Chennai,14-03-2024 01:46,Velachery, 12.99 , 80.22 ,Guindy, 13.01 , 80.21 ,1.68,5, 52.79 ,UPI,App,0,D0249,C004049,1,Thursday,14-03-2024,March,Uber Go
1779,Chennai,28-01-2024 05:30,Mylapore, 13.04 , 80.26 ,Guindy, 13.01 , 80.22 ,4.02,18, 96.39 ,Card,App,0,D0665,C007677,5,Sunday,28-01-2024,January,Uber Go
2859,Chennai,12-03-2024 18:32,Besant Nagar, 12.99 , 80.26 ,Madhavaram, 13.15 , 80.23 ,18.1,40, 374.05 ,Card,App,0,D0149,C001290,18,Tuesday,12-03-2024,March,Uber Go
1038,Chennai,09-03-2024 04:16,Kodambakkam, 13.07 , 80.20 ,Adyar, 13.02 , 80.24 ,9.21,24, 212.29 ,UPI,App,0,D0660,C000346,4,Saturday,09-03-2024,March,Uber Go
4457,Chennai,07-02-2024 03:23,Thiruvanmiyur, 13.07 , 80.27 ,Guindy, 13.00 , 80.22 ,4.69,14, 100.53 ,Card,App,0,D0703,C002066,3,Wednesday,07-02-2024,February,Uber Go
2257,Chennai,03-01-2024 15:14,Sholinganallur, 12.92 , 80.22 ,Chromepet, 12.96 , 80.13 ,10.59,25, 229.90 ,Card,App,0,D0049,C003591,15,Wednesday,03-01-2024,January,Uber Go
314,Chennai,02-01-2024 21:57,Guindy, 13.02 , 80.23 ,Tambaram, 12.93 , 80.12 ,15.23,36, 301.90 ,Cash,Call,0,D0004,C005695,21,Tuesday,02-01-2024,January,UberXL
2282,Chennai,20-01-2024 13:57,T. Nagar, 13.05 , 80.23 ,Adyar, 13.02 , 80.25 ,2.76,5, 80.01 ,Cash,App,0,D0387,C002292,13,Saturday,20-01-2024,January,UberXL
1417,Chennai,09-02-2024 23:20,Sholinganallur, 12.93 , 80.23 ,Guindy, 13.01 , 80.21 ,10.24,15, 236.49 ,UPI,App,0,D0060,C007952,23,Friday,09-02-2024,February,Bike
1037,Chennai,02-01-2024 18:20,Kodambakkam, 13.06 , 80.22 ,Madhavaram, 13.15 , 80.22 ,10.12,18, 184.40 ,Card,App,0,D0474,C000457,18,Tuesday,02-01-2024,January,Auto
2160,Chennai,11-02-2024 02:26,Sholinganallur, 12.94 , 80.23 ,Perambur, 13.12 , 80.23 ,18.87,45, 385.61 ,Card,App,0,D0699,C006902,2,Sunday,11-02-2024,February,Auto
4164,Chennai,18-01-2024 20:35,Ambattur, 13.11 , 80.16 ,Kodambakkam, 13.08 , 80.21 ,5.97,10, 140.12 ,Card,App,0,D0398,C003616,20,Thursday,18-01-2024,January,Auto
1755,Chennai,23-02-2024 01:55,Mylapore, 13.03 , 80.25 ,Mylapore, 13.03 , 80.27 ,3.79,5, 82.56 ,Cash,App,0,D0063,C002557,1,Friday,23-02-2024,February,Auto
3113,Chennai,20-02-2024 10:16,Madhavaram, 13.15 , 80.21 ,Sholinganallur, 12.93 , 80.23 ,24.14,53, 516.19 ,Card,App,0,D0120,C001474,10,Tuesday,20-02-2024,February,Uber Go
2814,Chennai,18-02-2024 19:01,T. Nagar, 13.04 , 80.24 ,Tambaram, 12.92 , 80.12 ,18.2,38, 369.15 ,Cash,App,0,D0788,C005795,19,Sunday,18-02-2024,February,Uber Go
2699,Chennai,04-02-2024 18:12,Guindy, 13.02 , 80.23 ,Madhavaram, 13.15 , 80.23 ,14.72,32, 336.30 ,Cash,App,0,D0046,C005714,18,Sunday,04-02-2024,February,Uber Go
3208,Chennai,31-01-2024 17:32,Anna Nagar, 13.09 , 80.20 ,Velachery, 12.98 , 80.21 ,13.23,42, 250.22 ,UPI,App,0,D0024,C004853,17,Wednesday,31-01-2024,January,UberXL
4351,Chennai,23-02-2024 10:23,Guindy, 13.02 , 80.22 ,Madhavaram, 13.15 , 80.23 ,14.7,27, 359.06 ,Cash,App,0,D0308,C007313,10,Friday,23-02-2024,February,UberXL
3432,Chennai,07-02-2024 21:56,Tambaram, 12.93 , 80.12 ,Tambaram, 12.92 , 80.13 ,0.99,5, 42.23 ,Cash,App,0,D0765,C001010,21,Wednesday,07-02-2024,February,Bike
1507,Chennai,16-03-2024 02:04,T. Nagar, 13.03 , 80.23 ,Kodambakkam, 13.07 , 80.21 ,4.69,19, 117.57 ,Card,App,0,D0005,C002368,2,Saturday,16-03-2024,March,Uber Go
1924,Chennai,15-03-2024 20:35,Adyar, 13.00 , 80.25 ,Sholinganallur, 12.93 , 80.23 ,8.51,22, 190.44 ,Card,App,0,D0050,C003293,20,Friday,15-03-2024,March,Uber Go
449,Chennai,06-01-2024 04:52,Ambattur, 13.11 , 80.16 ,Sholinganallur, 12.93 , 80.23 ,20.79,58, 437.69 ,Card,App,0,D0424,C000932,4,Saturday,06-01-2024,January,Uber Go
4129,Chennai,24-01-2024 19:23,Perambur, 13.11 , 80.22 ,Madhavaram, 13.14 , 80.23 ,4.05,10, 108.45 ,Cash,App,0,D0719,C007236,19,Wednesday,24-01-2024,January,Auto
2529,Chennai,30-03-2024 10:03,T. Nagar, 13.05 , 80.23 ,Anna Nagar, 13.08 , 80.20 ,4.57,5, 135.85 ,Cash,App,0,D0591,C002516,10,Saturday,30-03-2024,March,Uber Go
4970,Chennai,19-03-2024 02:21,Tambaram, 12.92 , 80.13 ,Velachery, 12.99 , 80.22 ,11.66,25, 236.98 ,UPI,App,0,D0085,C007994,2,Tuesday,19-03-2024,March,UberXL
2790,Chennai,26-03-2024 13:57,Guindy, 13.02 , 80.22 ,Guindy, 13.01 , 80.22 ,1.07,11, 41.34 ,Card,App,0,D0489,C001480,13,Tuesday,26-03-2024,March,Bike
362,Chennai,05-01-2024 22:20,Besant Nagar, 12.97 , 80.26 ,Mylapore, 13.04 , 80.27 ,7.46,14, 180.49 ,Cash,App,0,D0267,C000761,22,Friday,05-01-2024,January,Uber Go
2184,Chennai,16-03-2024 17:02,Kodambakkam, 13.06 , 80.22 ,Anna Nagar, 13.08 , 80.20 ,3.08,13, 71.39 ,Card,App,0,D0478,C006582,17,Saturday,16-03-2024,March,Auto
1135,Chennai,02-02-2024 23:12,Mylapore, 13.02 , 80.28 ,Besant Nagar, 12.98 , 80.25 ,5.56,5, 106.30 ,UPI,App,0,D0649,C001016,23,Friday,02-02-2024,February,UberXL
3881,Chennai,10-03-2024 23:50,Thiruvanmiyur, 12.98 , 80.27 ,Madhavaram, 13.15 , 80.22 ,18.76,47, 389.58 ,Card,App,0,D0678,C004946,23,Sunday,10-03-2024,March,Bike
2156,Chennai,06-03-2024 14:41,Velachery, 12.99 , 80.22 ,Velachery, 12.99 , 80.21 ,18.76,18, 57.89 ,Card,App,0,D0145,C001272,14,Wednesday,06-03-2024,March,Auto
1831,Chennai,20-01-2024 22:25,Kodambakkam, 13.06 , 80.22 ,Mylapore, 13.03 , 80.26 ,6.8,11, 172.29 ,Cash,App,0,D0193,C007141,22,Saturday,20-01-2024,January,Uber Go
1054,Chennai,19-01-2024 03:30,Ambattur, 13.10 , 80.16 ,Ambattur, 13.10 , 80.16 ,0.5,5, 55.89 ,UPI,Call,0,D0043,C004041,3,Friday,19-01-2024,January,Uber Go
23,Chennai,15-02-2024 23:57,Madhavaram, 13.15 , 80.23 ,T. Nagar, 13.04 , 80.22 ,10.22,25, 180.96 ,Cash,App,0,D0317,C000822,23,Thursday,15-02-2024,February,Uber Go
2067,Chennai,12-01-2024 23:55,Madhavaram, 13.15 , 80.24 ,Tambaram, 12.92 , 80.12 ,26.15,45, 416.98 ,Card,App,0,D0552,C006451,23,Friday,12-01-2024,January,UberXL
1654,Chennai,15-02-2024 17:16,T. Nagar, 13.04 , 80.24 ,Kodambakkam, 13.07 , 80.22 ,3.29,5, 96.47 ,UPI,App,0,D0098,C001678,17,Thursday,15-02-2024,February,Uber Go
2588,Chennai,05-02-2024 16:14,Perambur, 13.11 , 80.22 ,Adyar, 13.01 , 80.25 ,11.86,26, 243.53 ,Cash,App,0,D0798,C005450,16,Monday,05-02-2024,February,UberXL
3211,Chennai,21-02-2024 07:14,Thiruvanmiyur, 12.98 , 80.26 ,Mylapore, 13.02 , 80.28 ,5.22,26, 145.77 ,Card,App,0,D0171,C006779,7,Wednesday,21-02-2024,February,Uber Go
4303,Chennai,06-01-2024 02:35,Thiruvanmiyur, 12.98 , 80.26 ,Thiruvanmiyur, 12.98 , 80.27 ,2.06,9, 77.58 ,Card,App,0,D0587,C001488,2,Saturday,06-01-2024,January,Uber Go
4037,Chennai,09-03-2024 16:02,Thiruvanmiyur, 12.98 , 80.26 ,Anna Nagar, 13.09 , 80.20 ,13.48,38, 283.66 ,Card,App,0,D0463,C007249,16,Saturday,09-03-2024,March,Uber Go
2326,Chennai,14-02-2024 07:03,T. Nagar, 13.03 , 80.22 ,Madhavaram, 13.15 , 80.22 ,13.38,20, 283.66 ,Cash,App,0,D0580,C004867,7,Wednesday,14-02-2024,February,Uber Go
461,Chennai,08-01-2024 07:00,T. Nagar, 13.04 , 80.24 ,Mylapore, 13.03 , 80.27 ,3.53,5, 91.06 ,Card,App,0,D0206,C003991,7,Monday,08-01-2024,January,UberXL
1068,Chennai,04-03-2024 16:00,T. Nagar, 13.04 , 80.23 ,T. Nagar, 13.04 , 80.22 ,0.88,8, 40.00 ,Card,App,0,D0108,C004417,16,Monday,04-03-2024,March,Bike
88,Chennai,30-03-2024 16:14,Anna Nagar, 13.08 , 80.20 ,Ambattur, 13.11 , 80.17 ,5.95,12, 155.80 ,Cash,App,0,D0687,C006693,16,Saturday,30-03-2024,March,Auto
1431,Chennai,24-02-2024 10:25,Adyar, 13.01 , 80.25 ,Kodambakkam, 13.06 , 80.21 ,7.44,12, 134.86 ,Card,App,0,D0661,C007837,10,Saturday,24-02-2024,February,UberXL
2648,Chennai,26-02-2024 06:06,Tambaram, 12.94 , 80.12 ,Kodambakkam, 13.07 , 80.21 ,16.22,44, 355.34 ,Card,App,0,D0209,C007805,6,Monday,26-02-2024,February,UberXL
283,Chennai,20-02-2024 01:03,Thiruvanmiyur, 12.99 , 80.26 ,T. Nagar, 13.04 , 80.24 ,6.22,5, 139.65 ,Card,Call,0,D0762,C006691,1,Tuesday,20-02-2024,February,Uber Go
463,Chennai,17-01-2024 21:56,Tambaram, 12.92 , 80.13 ,Guindy, 13.02 , 80.22 ,17.15,33, 324.06 ,Card,App,0,D0082,C004718,21,Wednesday,17-01-2024,January,Bike
213,Chennai,11-01-2024 03:41,Perambur, 13.11 , 80.23 ,Velachery, 12.98 , 80.22 ,14.35,45, 252.61 ,Card,App,0,D0135,C005425,3,Thursday,11-01-2024,January,UberXL
2500,Chennai,16-02-2024 03:42,Velachery, 13.00 , 80.23 ,Sholinganallur, 12.93 , 80.22 ,7.32,6, 181.20 ,Card,Call,0,D0737,C007100,3,Friday,16-02-2024,February,Auto
1369,Chennai,07-02-2024 04:25,Kodambakkam, 13.07 , 80.21 ,Velachery, 13.00 , 80.23 ,8.78,23, 154.15 ,Card,App,0,D0623,C004168,4,Wednesday,07-02-2024,February,Auto
235,Chennai,28-02-2024 03:48,Chromepet, 12.96 , 80.13 ,Chromepet, 12.95 , 80.13 ,0.5,5, 43.00 ,Cash,App,0,D0024,C005072,3,Wednesday,28-02-2024,February,Uber Go
2771,Chennai,16-03-2024 12:38,Sholinganallur, 12.93 , 80.13 ,Ambattur, 13.10 , 80.16 ,20.56,44, 432.15 ,Cash,App,0,D0555,C002445,12,Saturday,16-03-2024,March,Bike
598,Chennai,27-03-2024 00:29,T. Nagar, 13.04 , 80.23 ,Mylapore, 13.03 , 80.27 ,5.02,8, 125.55 ,Card,App,0,D0253,C000953,0,Wednesday,27-03-2024,March,Uber Go
4421,Chennai,26-02-2024 07:23,Tambaram, 12.93 , 80.14 ,Tambaram, 12.94 , 80.12 ,2.2,5, 58.68 ,Cash,App,0,D0313,C004440,7,Monday,26-02-2024,February,Uber Go
2251,Chennai,25-02-2024 10:22,Velachery, 13.00 , 80.21 ,Anna Nagar, 13.09 , 80.20 ,11.05,36, 260.16 ,Cash,App,0,D0473,C001273,10,Sunday,25-02-2024,February,Uber Go
4032,Chennai,07-02-2024 03:51,Perambur, 13.11 , 80.21 ,Kodambakkam, 13.07 , 80.21 ,4.73,5, 121.10 ,Cash,App,0,D0528,C001631,3,Wednesday,07-02-2024,February,Uber Go
2284,Chennai,08-02-2024 05:08,Sholinganallur, 12.92 , 80.23 ,Sholinganallur, 12.93 , 80.22 ,0.62,5, 49.14 ,Card,App,0,D0132,C004823,5,Thursday,08-02-2024,February,Uber Go
663,Chennai,25-01-2024 06:50,Thiruvanmiyur, 12.98 , 80.27 ,Mylapore, 13.03 , 80.27 ,4.06,16, 92.68 ,Card,App,0,D0158,C000386,6,Thursday,25-01-2024,January,Auto
4964,Chennai,05-03-2024 02:01,Thiruvanmiyur, 12.98 , 80.27 ,Mylapore, 13.03 , 80.27 ,4.14,17, 99.91 ,Cash,App,0,D0459,C005882,2,Tuesday,05-03-2024,March,Uber Go
2286,Chennai,01-02-2024 00:41,Adyar, 13.01 , 80.24 ,Thiruvanmiyur, 12.99 , 80.26 ,3.28,13, 108.36 ,Card,App,0,D0161,C004504,0,Thursday,01-02-2024,February,Uber Go
4717,Chennai,11-01-2024 11:24,Chromepet, 13.01 , 80.15 ,Perambur, 13.11 , 80.22 ,19.49,51, 420.39 ,Cash,App,0,D0734,C006563,11,Thursday,11-01-2024,January,Uber Go
3194,Chennai,09-01-2024 12:05,Ambattur, 13.11 , 80.16 ,Besant Nagar, 12.98 , 80.26 ,18.13,37, 325.34 ,Card,App,0,D0654,C003486,12,Tuesday,09-01-2024,January,UberXL
2504,Chennai,20-02-2024 10:55,Adyar, 13.02 , 80.24 ,Chromepet, 12.95 , 80.14 ,13.89,13, 264.09 ,Card,App,1,D0404,C006023,10,Tuesday,20-02-2024,February,Auto
4044,Chennai,19-03-2024 01:19,Guindy, 13.01 , 80.21 ,Perambur, 13.13 , 80.22 ,12.25,45, 203.23 ,UPI,App,0,D0511,C000733,1,Tuesday,19-03-2024,March,Uber Go
780,Chennai,09-03-2024 02:19,Mylapore, 13.02 , 80.26 ,Besant Nagar, 12.98 , 80.27 ,5.79,25, 120.11 ,Cash,Call,0,D0427,C004238,2,Saturday,09-03-2024,March,Auto
4020,Chennai,05-01-2024 06:25,Anna Nagar, 13.09 , 80.20 ,Madhavaram, 13.16 , 80.22 ,8.98,14, 209.98 ,UPI,App,1,D0753,C002262,6,Friday,05-01-2024,January,UberXL
3427,Chennai,03-02-2024 12:41,Velachery, 12.99 , 80.21 ,Perambur, 13.11 , 80.22 ,13.16,38, 266.14 ,Card,App,0,D0461,C003361,12,Saturday,03-02-2024,February,Uber Go
4307,Chennai,16-01-2024 14:23,Velachery, 12.98 , 80.21 ,Perambur, 13.13 , 80.24 ,18.81,60, 428.16 ,Card,App,1,D0725,C007099,14,Tuesday,16-01-2024,January,Uber Go
3197,Chennai,16-01-2024 08:23,Perambur, 13.12 , 80.22 ,Mylapore, 13.03 , 80.27 ,11.21,22, 208.31 ,Cash,App,0,D0150,C000021,8,Tuesday,16-01-2024,January,Bike
4836,Chennai,20-02-2024 12:13,Madhavaram, 13.15 , 80.23 ,T. Nagar, 13.04 , 80.23 ,11.17,29, 240.59 ,Card,App,1,D0357,C007177,12,Tuesday,20-02-2024,February,Auto
686,Chennai,01-03-2024 01:51,Madhavaram, 13.15 , 80.23 ,Besant Nagar, 12.98 , 80.26 ,21.68,56, 427.27 ,Cash,App,0,D0771,C007468,1,Friday,01-03-2024,March,Auto
3170,Chennai,15-01-2024 17:49,Madhavaram, 13.16 , 80.22 ,Madhavaram, 13.15 , 80.23 ,1.06,5, 41.95 ,Cash,App,0,D0438,C002101,17,Monday,15-01-2024,January,Uber Go
3927,Chennai,02-03-2024 07:16,T. Nagar, 13.05 , 80.25 ,T. Nagar, 13.05 , 80.23 ,0.93,5, 43.64 ,Cash,App,1,D0634,C006242,7,Saturday,02-03-2024,March,UberXL
3435,Chennai,13-03-2024 12:32,T. Nagar, 13.04 , 80.24 ,Velachery, 12.98 , 80.21 ,5.27,10, 114.11 ,Card,App,0,D0355,C006753,12,Wednesday,13-03-2024,March,Uber Go
2172,Chennai,08-02-2024 20:16,Sholinganallur, 12.93 , 80.22 ,Anna Nagar, 13.08 , 80.20 ,18.28,49, 395.48 ,Card,Call,0,D0599,C005956,20,Thursday,08-02-2024,February,Uber Go
3690,Chennai,15-02-2024 21:28,Perambur, 13.11 , 80.23 ,Anna Nagar, 13.09 , 80.20 ,3.08,22, 71.91 ,Cash,App,0,D0797,C000195,21,Thursday,15-02-2024,February,UberXL
1851,Chennai,12-03-2024 18:44,Kodambakkam, 13.08 , 80.22 ,Kodambakkam, 13.06 , 80.21 ,1.33,9, 60.34 ,Cash,App,0,D0186,C001669,18,Tuesday,12-03-2024,March,UberXL
488,Chennai,24-01-2024 17:39,Mylapore, 13.02 , 80.28 ,Madhavaram, 13.14 , 80.24 ,14.35,38, 275.83 ,UPI,App,0,D0472,C004352,17,Wednesday,24-01-2024,January,Auto
1689,Chennai,02-03-2024 09:09,Madhavaram, 13.14 , 80.22 ,Guindy, 13.02 , 80.23 ,13.23,15, 315.44 ,Card,App,0,D0180,C006063,9,Saturday,02-03-2024,March,Auto
2231,Chennai,20-02-2024 15:10,Tambaram, 12.93 , 80.14 ,Kodambakkam, 13.07 , 80.22 ,17.66,56, 436.38 ,Cash,Call,0,D0269,C001361,15,Tuesday,20-02-2024,February,UberXL
3265,Chennai,19-03-2024 08:23,Thiruvanmiyur, 12.97 , 80.27 ,Thiruvanmiyur, 12.97 , 80.26 ,0.87,5, 44.14 ,UPI,App,0,D0118,C000470,8,Tuesday,19-03-2024,March,Uber Go
2321,Chennai,11-01-2024 02:14,Perambur, 13.11 , 80.22 ,Kodambakkam, 13.07 , 80.21 ,4.51,18, 126.59 ,Card,App,0,D0421,C005793,2,Thursday,11-01-2024,January,Uber Go
783,Chennai,26-02-2024 00:36,Tambaram, 12.93 , 80.14 ,Anna Nagar, 13.07 , 80.21 ,4.51,36, 377.13 ,UPI,App,1,D0102,C005477,0,Monday,26-02-2024,February,Auto
522,Chennai,07-01-2024 06:16,Madhavaram, 13.15 , 80.22 ,Besant Nagar, 12.97 , 80.26 ,19.75,49, 338.81 ,Card,App,0,D0592,C001193,6,Sunday,07-01-2024,January,Uber Go
523,Chennai,21-03-2024 00:47,Adyar, 13.01 , 80.25 ,Adyar, 13.01 , 80.25 ,0.7,5, 45.15 ,Cash,App,0,D0320,C004922,0,Thursday,21-03-2024,March,UberXL
2838,Chennai,27-03-2024 18:44,Mylapore, 13.03 , 80.27 ,Adyar, 13.02 , 80.25 ,3.34,11, 94.36 ,UPI,App,0,D0655,C007012,18,Wednesday,27-03-2024,March,Uber Go
4540,Chennai,24-02-2024 21:44,Kodambakkam, 13.06 , 80.22 ,Chromepet, 12.97 , 80.13 ,13.41,31, 262.03 ,Card,App,0,D0562,C006873,21,Saturday,24-02-2024,February,Uber Go
2399,Chennai,09-02-2024 18:00,Velachery, 12.99 , 80.22 ,Kodambakkam, 13.06 , 80.21 ,8.36,15, 195.25 ,Card,App,0,D0088,C002444,18,Friday,09-02-2024,February,Uber Go
2208,Chennai,09-03-2024 07:01,Sholinganallur, 12.94 , 80.22 ,Thiruvanmiyur, 12.98 , 80.27 ,6.63,5, 122.63 ,UPI,Call,1,D0740,C000597,7,Saturday,09-03-2024,March,UberXL
